iter	RMSE
237	0.03495024782
238	0.03494950911
239	0.03494930391
240	0.03494912129
241	0.03494868831
242	0.03494852415
243	0.03494789417
244	0.03494773616
245	0.03492052522
246	0.03492039584
247	0.03490914392
248	0.03485096142
249	0.03483210499
250	0.03482271311
251	0.03480513951
252	0.03479664102
253	0.03478692414
254	0.03478261313
255	0.0347668758
256	0.03476290064
257	0.03475377276
258	0.03473139064
259	0.03471082469
260	0.03470689064
261	0.03469373807
262	0.03468501172
263	0.0346651589
264	0.03462951153
265	0.03461735402
266	0.0346092943
267	0.0346010472
268	0.0345832552
269	0.03456679018
270	0.03456354105
271	0.03450795875
272	0.03449794125
273	0.03449046078
274	0.03448576023
275	0.03445051011
276	0.03444101625
277	0.03440837259
278	0.03440156476
279	0.03439739101
280	0.03438840073
281	0.03435818374
282	0.03435200167
283	0.03433577873
284	0.0343310476
285	0.03429938969
286	0.03429648953
287	0.0342829515
288	0.03428032191
289	0.03427671819
290	0.03427356083
291	0.03426601255
292	0.03423891751
293	0.03423554928
294	0.03422844308
295	0.03422552539
296	0.03422299093
297	0.03422046885
298	0.03419210026
299	0.03418990313
300	0.0341874793
301	0.03416087096
302	0.0341579139
303	0.03413536589
304	0.03413261882
305	0.03413012264
306	0.03412905729
307	0.03412904784
308	0.03412903943
309	0.03412805916
310	0.0341280476
311	0.03412714925
312	0.0341161255
313	0.03409766615
314	0.03409567642
315	0.03409382857
316	0.03409211103
317	0.03408752701
318	0.03408603429
319	0.03408379771
320	0.03408294343
321	0.03408153467
322	0.03408022581
323	0.03408022371
324	0.03408022161
325	0.03407824244
326	0.03407624211
327	0.03407500986
328	0.03404512666
329	0.03404415977
330	0.03404300852
331	0.03403905417
332	0.03403729068
333	0.03403628775
334	0.03401359269
335	0.03401265442
336	0.03401179625
337	0.03401101397
338	0.0339897347
339	0.03398884325
340	0.03398798976
341	0.03398720798
342	0.0339853996
343	0.03398453757
344	0.03398373673
345	0.0339829939
346	0.03398230592
347	0.03398230592
348	0.033962282
349	0.033961639
350	0.03394913036
351	0.0339491293
352	0.03394853676
353	0.03394853148
354	0.03394853042
355	0.03394852831
356	0.03394852831
357	0.0339485262
358	0.03394852514
359	0.03394852514
360	0.03394852514
361	0.03394852408
362	0.03394852303
363	0.03394852197
